absolute_magnitude,est_dia_in_m_max,epoch_date_close_approach,relative_velocity_km_per_sec,miss_dist._astronomical,orbit_id,orbit_uncertainity,minimum_orbit_intersection,jupiter_tisserand_invariant,epoch_osculation,eccentricity,inclination,asc_node_longitude,orbital_period,perihelion_distance,perihelion_arg,mean_anomaly,hazardous
26.5,29.7879062798,1158908400000,7.9945667486,0.0040945511,8,7,0.00253393,3.91,2458000.5,0.4630129630253308,2.146349421845863,354.5843046669433,894.9939924688698,0.97598901747543,339.8631545921094,176.2155438165572,0
20.8,411.1875710413,836809200000,28.9560083916,0.3483839003,8,6,0.241892,4.002,2458000.5,0.6406823959095824,40.79933073952351,283.0687872018281,701.1802846816112,0.5550081256701607,56.23056351152499,354.2332057756448,0
22.6,179.4898847799,1442300400000,7.5792302493,0.2453337485,10,7,0.196213,4.09,2458000.5,0.305365761964529,12.84628738092724,184.962354205721,825.3709261419583,1.196162029241194,166.510278435459,310.4074462851707,0
21.7,271.6689340891,995180400000,18.2532670029,0.1748067086,18,1,0.13446,5.674,2458000.5,0.2124587193290708,29.65687241636306,125.0490565914175,398.768201125733,0.8350030383117136,223.4688006264657,248.78309916749,0
21.3,326.6178974458,1363330800000,15.7908230488,0.2411598728,24,2,0.213405,6.028,2458000.5,0.2284231452633205,30.4577969468769,346.3220804341304,355.3823299470101,0.7576072588795503,355.3539093759421,63.35155366825916,0
18.4,1241.766612574,958978800000,11.2770592417,0.4154387309,45,0,0.0825817,7.726,2458000.5,0.3586132343374367,6.888517683523446,70.3430815836329,232.7709175141198,0.4749780303293009,247.5894951723102,346.205964676372,0
21.3,326.6178974458,1239778800000,12.1807889268,0.1034337553,25,0,0.00157437,3.158,2458000.5,0.6103356820481181,1.90768281902402,39.82531371158913,1474.246419537318,0.987806186902331,201.0274473634212,22.13792034055782,1
23.3,130.0289270043,1234684800000,12.3028667007,0.1811211278,18,2,0.012463,5.946,2458000.5,0.2012911336705421,5.930585319232098,326.8314685044938,378.4847526925599,0.8178779127047361,279.3160873335891,24.10210151288632,0
21.9,247.7650126055,1076227200000,14.6134588431,0.3429835716,4,6,0.290219,5.37,2458000.5,0.3847645399722131,24.04579563962595,278.5474552589224,442.0090064851923,0.6986556142594986,337.8694298655538,6.531063431942367,0
25.5,47.2106498806,1042012800000,10.940344087,0.0538087601,6,9,0.0521375,3.522,2452669.5,0.5563644944238231,7.069443565157683,308.4611196792474,1114.464969066807,0.9332649597871796,120.375801464392,16.4571222054054,0
25.0,59.4346868419,979545600000,8.7837505404,0.0233017081,11,9,0.0230994,3.878,2451929.5,0.4643269729243437,9.726408393430075,118.9791604047194,904.49559743572,0.9804793823633748,333.995054529856,9.118272230981074,0
17.8,1636.96720474,1216105200000,13.557153222,0.1584531212,105,0,0.151602,5.319,2458000.5,0.4263721747783787,16.87997691849466,86.85424423352396,453.7413001387627,0.6628828744648169,313.8042810912485,69.28647093969987,0
24.0,94.1976305719,1197705600000,4.282842562,0.2603081477,16,5,0.180427,3.639,2458000.5,0.4456253321407759,4.35871715651435,203.1428379967234,1088.084869707726,1.147747282736288,246.2856471681774,89.11477897618454,0
23.8,103.2856480504,1222066800000,8.4085085026,0.1904686948,9,2,0.0777859,5.61,2458000.5,0.2873539293935374,13.32435857537372,12.31799321732722,418.1175038696484,0.779842996579135,241.7015971905415,13.74460265215551,0
21.6,284.4722965033,800521200000,20.2894533769,0.2034854101,30,0,0.0812573,5.01,2458000.5,0.4765100329390353,5.80092536793395,191.2587796617734,512.5882832519676,0.6561782958283874,147.9375112842552,281.3684518532314,0
20.9,392.6810818086,1352361600000,12.0927279282,0.1789080989,18,2,0.121594,5.771,2458000.5,0.1901821346491189,21.94571231563619,57.31398775766456,393.3693007190216,0.8508546527647077,219.4972743708693,282.0149478635454,0
23.6,113.2504610618,855993600000,23.7920252172,0.446772018,18,6,0.00066345,3.89,2458000.5,0.4984548071415904,1.048018273547122,85.22005146852048,893.3524559164737,0.9104575005278612,131.5524554622334,95.1758998414885,0
25.7,43.0566244241,1095231600000,17.1689889826,0.1949344071,16,6,0.00314568,4.444,2458000.5,0.4609669526818336,7.457694357863654,141.6973857223307,660.8522043670512,0.8003611557748129,292.425177465536,14.74831747952119,0
23.1,142.5738833281,1468566000000,9.4397173061,0.1083299947,3,9,0.0118346,4.496,2457569.5,0.4532276985460021,4.143154541249269,270.5671000421108,647.4495802090117,0.800838340483783,80.84470229226268,326.9599309637576,0
18.9,986.3702813054,1252393200000,34.7033350617,0.3784212817,5,6,0.14126,2.768,2458000.5,0.850396866214958,24.6062130177394,103.4687551290266,1415.361368147259,0.3690795349198426,131.8948915543383,29.78495293568893,0
21.6,284.4722965033,1454918400000,15.6951758664,0.2526480638,13,6,0.251624,3.962,2458000.5,0.3680577334367718,28.53749287042996,330.1039424165337,824.9164094615024,1.087806745259703,116.1785345351546,274.7200612069441,0
19.8,651.6883821679,1384502400000,12.534480872,0.2030443671,39,0,0.00250782,4.007,2458000.5,0.6110135400230555,4.660296203981773,263.1251787028541,789.594069571082,0.6503364835886614,85.21931655282948,291.6545104220214,1
25.2,54.2050786336,1466578800000,8.6584724702,0.0573601752,6,8,0.0158044,5.279,2457547.5,0.3149285946726142,5.01269716251737,235.4708710484924,473.7198045618064,0.8147378955938551,116.6379173374727,300.9019437841541,0
21.1,358.1294030194,1170921600000,17.87622044,0.4220486092,47,0,0.0435129,5.564,2458000.5,0.2026108086371418,3.555530739701942,203.8669226474887,431.1782368337563,0.8906545306094267,205.9893325123956,28.78553472176149,1
19.4,783.5017643338,1433746800000,26.483433125,0.3708640701,44,0,0.0107072,5.468,2458000.5,0.7237244979866418,21.51727012232404,158.785717657312,401.2719977783071,0.294150322072109,229.4531877251622,335.8350503331948,1
15.2,5420.5078633577,1095231600000,22.0740472564,0.1367027097,188,0,0.118327,4.506,2458000.5,0.3753816859282663,36.88285706608059,349.2457907129908,599.5372324153017,0.8691469324718575,22.00620475726865,314.0499088843047,0
18.4,1241.766612574,1425801600000,26.5373548265,0.4271511468,15,4,0.105069,3.437,2458000.5,0.6139020982163329,8.52195413800323,81.05931866646421,1139.411842865285,0.8243006513215783,167.5161766513503,274.9996626791622,0
21.3,326.6178974458,1082617200000,12.0709611447,0.2269926561,17,0,0.00234208,5.15,2458000.5,0.594286168127796,3.064725269799423,38.03373167448699,472.4254162317752,0.4816257510083887,68.9930449302551,168.2580657303697,1
20.6,450.8582061718,1066806000000,29.7834535604,0.3812446695,16,1,0.162248,3.372,2458000.5,0.6993607010218096,9.52612427803446,130.3829522392481,1112.529351986562,0.6317148954296281,359.2750803171196,183.0622725310153,0
25.4,49.435619262,923554800000,7.0395313287,0.3885754066,21,3,0.00340549,5.262,2458000.5,0.2414735678313192,4.293687954384653,184.1117586334794,480.7220065532712,0.9109637674197556,240.424437574643,131.0024152249269,0
24.2,85.9092601232,966927600000,8.1978054639,0.0202208271,12,7,0.000203622,5.997,2458000.5,0.2714607681197027,4.574015039376672,150.1318031287222,370.8166550618732,0.735913574057293,74.18700034228601,352.990439739431,0
20.5,472.1064988055,1327219200000,13.2802177007,0.2896972916,28,1,0.0197962,5.01,2458000.5,0.2750210450819041,10.31707092716135,50.38383220586606,527.4330310420145,0.9261997616028136,136.9160113643326,289.7881233488408,1
18.5,1185.8779085771,876294000000,16.1754125014,0.4870358077,28,3,0.119081,3.521,2458000.5,0.4863549516416916,5.72322413446297,309.2339980578743,1167.731490511837,1.114703802490807,35.50891652366121,80.89472987967926,0
24.7,68.2401509401,1163577600000,6.9725104199,0.0345448208,9,7,0.0343587,5.189,2458000.5,0.1649399800501297,12.48262706206284,234.4963107283649,493.8879607404812,1.02110648273408,171.2115235354259,1.782155550177452,0
18.4,1241.766612574,1418025600000,3.5527425003,0.2905016979,103,0,0.230771,3.442,2458000.5,0.4699612018380527,3.834988519827679,99.1701768026705,1264.621622073367,1.213060453298352,344.9365706335601,279.7509304708935,0
24.5,74.8238376074,1289203200000,11.3528317584,0.0595423341,12,8,0.0548246,4.7,2455505.5,0.2690681366924573,19.22369694751681,223.8049299381038,594.1902933096467,1.011024418862091,213.9967842909327,340.6461722481827,0
21.8,259.4418179074,1379228400000,8.7225818058,0.1231893374,24,6,0.117269,3.442,2458000.5,0.4989968405895943,12.94162947445703,0.5716071678185909,1213.296551094672,1.115371360173156,345.1951882666522,71.43816383988238,0
21.2,342.0109247198,1373266800000,4.0878549226,0.3700583622,11,6,0.282975,3.331,2458000.5,0.4694528980476773,5.793788556950567,111.3820223217659,1399.064287667957,1.298823414761107,185.9151091656256,24.0611302659433,0
19.0,941.9763057186,830156400000,17.8058811314,0.0637604543,16,0,0.0559407,5.447,2458000.5,0.4838712927282194,24.08299122770474,38.55459099551003,424.0790231426155,0.5701514826277361,61.3759260364418,198.2044240531124,0
24.5,74.8238376074,1291795200000,3.0444424731,0.1937753783,9,9,0.193006,3.767,2455537.5,0.4020892178626062,3.83003001580727,245.6104873971839,1008.993468052242,1.177144208848979,193.9738071134863,357.8468744029782,0
25.0,59.4346868419,1127372400000,11.1801705109,0.1245872812,10,7,0.0607399,6.357,2458000.5,0.2023680576037819,21.93629045073118,0.9395301433872258,328.1852142191202,0.7427048505577197,143.9691206911181,331.8622581262852,0
21.0,375.0075217981,1247036400000,14.7798385655,0.2271735906,17,1,0.218349,6.649,2458000.5,0.4222274719336763,26.54810119733284,120.8613869317667,296.0213511175548,0.502234598914943,1.718984416637956,161.8768459445102,0
25.3,51.7654482198,1052377200000,5.7507562566,0.1754767835,11,5,0.00435013,5.983,2458000.5,0.1895232834965062,2.438015626453526,282.9649755845822,374.6589183614882,0.8243259560661537,276.5882248799362,8.329208608740746,0
20.1,567.5968528656,1328688000000,15.0600161835,0.4290526976,19,0,0.0100337,5.011,2458000.5,0.3724502400385711,29.85129875377697,134.1331772294016,498.6265039958973,0.7722645913778126,94.98837774257916,322.6561421058155,1
25.3,51.7654482198,1183878000000,4.6857068656,0.1650031582,10,5,0.0253681,6.137,2458000.5,0.173857865733201,2.636233376223132,193.7175231129747,357.2211149896775,0.8139803149372877,38.43986871183503,180.5697455617913,0
19.0,941.9763057186,1132646400000,10.8199382624,0.4282836306,39,0,0.0761733,7.858,2458000.5,0.3825529705450617,8.130289343745979,109.4300345097225,225.5824740897019,0.4477864949709474,234.113856643077,75.32960813691552,0
23.9,98.6370281305,1079337600000,10.4640318886,0.2286197352,6,7,0.0557705,5.351,2458000.5,0.2681859146219258,20.26534031188953,180.2020485771822,454.2723960535075,0.8463422948084489,269.9086993035281,3.561235090306581,0
24.8,65.1688382168,1016784000000,10.3930388533,0.0162429223,12,8,0.0126299,4.402,2452350.5,0.4283007126427527,3.797745909913104,169.9199691564073,683.1159086469723,0.8678239521216018,66.54242111063651,335.0580901677847,0
24.9,62.2357573367,1373871600000,14.3765108066,0.4021649068,16,4,0.000736007,5.828,2458000.5,0.09487193325736568,5.838694680092424,142.9143992401694,395.3180205658226,0.9541327920267482,50.007410713002,3.557272452096902,0
23.3,130.0289270043,831538800000,8.7806970469,0.2434554784,15,5,0.018281,5.738,2458000.5,0.3104892212731174,5.75375969498926,196.4877401864274,401.9251574669905,0.7349180298471307,71.96610776933649,110.1686537096309,0
21.7,271.6689340891,1306047600000,8.2605381652,0.0901765895,40,0,0.023895,4.293,2458000.5,0.3997762951740415,4.868735362935027,328.9324231251048,727.8990427003713,0.9505207982411832,229.1749932411553,73.63354101938273,1
24.4,78.3501764334,1453449600000,10.9924157894,0.2001476127,6,6,0.14999,6.084,2458000.5,0.1863309941239156,20.4064442034547,295.7782973384399,357.0602113075257,0.8014500502049661,26.55668552959023,32.37482508424976,0
22.6,179.4898847799,894610800000,8.5901263264,0.1393555719,23,4,0.0268535,4.425,2458000.5,0.379930048572159,12.49489297082722,22.14668240464911,675.7811115132225,0.934499558620568,231.3226657580131,142.1695476394921,0
23.7,108.1533506775,1212908400000,8.1454366526,0.0595773703,16,7,0.0480317,3.512,2458000.5,0.5120009472590118,7.199009324291109,73.48240033090828,1155.055674576372,1.051369336290481,200.7386637480724,326.3377513668854,0
16.8,2594.4181790745,1389168000000,10.2521672576,0.1462806582,148,0,0.113146,6.184,2455926.5,0.1827171340905242,18.93368681084476,108.6003764318441,347.2134482250642,0.790140764328748,148.0354055966093,172.267762763347,0
19.9,622.3575733667,1398150000000,14.1802526442,0.3955688058,26,2,0.332641,3.377,2458000.5,0.4287340018273336,24.71458942324052,43.26218568558524,1248.442204476583,1.296238905338513,147.4253897259231,358.3966730314139,0
19.4,783.5017643338,1069488000000,14.0191453085,0.3668870272,28,0,0.00539934,4.39,2458000.5,0.6397832053136242,10.93037626309689,98.59539016901545,636.3001369292782,0.5215224608699002,260.0680784769342,345.6136317353261,1
27.2,21.5794304844,971593200000,7.9853363708,0.1953090905,7,7,0.00758817,6.139,2458000.5,0.2232929950433721,11.12695928575858,214.6634803636377,354.4270015401303,0.7612771675089649,112.1874296501164,190.747363258656,0
20.6,450.8582061718,910512000000,19.7717359213,0.1304235131,36,1,0.013478,3.993,2458000.5,0.5846063873955878,3.838233176049531,245.7174147831241,806.4729119236935,0.704348162797678,245.3328538973312,168.9386862503037,1
16.6,2844.7229650327,1099900800000,31.0778181076,0.3097380153,88,0,0.113357,6.027,2458000.5,0.2962550358354626,48.96933836708498,58.54209906548654,336.8409399319355,0.6667549715431011,37.41167858486712,300.4726711879389,0
20.9,392.6810818086,1245654000000,14.6248057131,0.4287237555,18,0,0.275138,3.891,2458000.5,0.401087098653565,28.20250120553864,241.3447338147286,855.0311545996973,1.055891620625787,105.0757802137238,146.4668052769678,0
27.7,17.1411509231,1345014000000,16.3175017471,0.3146738527,4,7,0.00404359,4.236,2458000.5,0.4028264234421816,2.928490774793029,53.90503442312024,751.4625344700667,0.9659912377529204,331.6950191573918,150.9474541123809,0
20.3,517.6544821978,842770800000,14.2353837522,0.4001033161,32,0,0.10431,5.779,2458000.5,0.4156099429834553,12.61015126277415,64.76404948629143,389.7158913963528,0.610195888559454,321.1555306499532,219.822403874297,0
27.4,19.6806745089,1077436800000,7.7506146043,0.2956461221,7,6,0.0034944,6.063,2458000.5,0.2793780849302993,1.619224650857182,255.2330250849039,363.1592142120169,0.7178602282417189,83.61802548803247,334.1003631775795,0
21.5,297.8790627982,1123484400000,7.4245242483,0.0587168501,20,6,0.0589485,3.527,2458000.5,0.5010778981865419,7.714397405578673,134.7255397029267,1147.129277749838,1.06997928105976,189.3855738046275,302.5843533613887,0
24.2,85.9092601232,1310108400000,4.099021824,0.1600718507,6,8,0.141533,4.075,2455772.5,0.3348526603083621,5.382474634237361,111.9199599564417,838.7178344241253,1.157700335434453,171.6723414454575,12.08232664217146,0
20.2,542.0507863358,1003129200000,19.0555168521,0.206993041,14,0,0.200098,3.306,2458000.5,0.6371317976777907,22.7150534290127,17.06652911695132,1176.474282748424,0.7914161723418431,9.65737368413706,333.1864544848224,0
24.5,74.8238376074,1368601200000,14.2033604076,0.0389122281,7,7,0.0382281,6.388,2458000.5,0.4309641791742819,14.77752337592535,227.1663944146484,322.4466289354041,0.5236557565909798,136.4340797370743,233.105327282376,0
20.8,411.1875710413,1026716400000,9.9872133486,0.4122831392,20,2,0.087694,6.281,2458000.5,0.4665039428488042,13.43041949039364,220.1490180896089,331.4857054292076,0.5000830480358346,279.9740417372709,18.84374199452879,0
20.0,594.3468684194,1227340800000,36.4496780819,0.0744679477,28,0,0.00475006,4.659,2458000.5,0.9091178015420474,5.447796523160366,240.6348262392476,493.5395323230591,0.1110779449782338,27.35725153426528,204.6678442100142,1
16.05,3664.7130843945,1286521200000,23.3229221591,0.4005351707,182,0,0.149558,6.946,2453681.5,0.4365122239502867,15.7559714300814,170.8848664870347,277.2143849607028,0.4688451088077891,355.9827741469682,104.564615889354,0
19.8,651.6883821679,1208242800000,14.6560106893,0.445036357,28,1,0.0617808,4.916,2458000.5,0.280810658219128,29.24423436194582,205.922336061426,524.5576438725311,0.915460839626546,248.643227818863,285.6253876308056,0
20.8,411.1875710413,834217200000,16.1739957352,0.2051579936,22,0,0.0505078,5.969,2458000.5,0.3009269177868669,13.05216300682719,252.3100536763927,370.8926018059071,0.7062455793130589,123.7544397406751,261.3521356091909,0
21.7,271.6689340891,1114153200000,12.9558326587,0.1750581527,15,6,0.0708977,4.511,2458000.5,0.5676749211079454,4.279857051329726,310.86740562,621.130057986921,0.6159325783251806,345.0998721913597,67.68716600736558,0
24.8,65.1688382168,1358236800000,2.44403281,0.047614095,16,4,0.0248379,5.503,2458000.5,0.1551877075385778,2.4723345834316,15.39358391881324,442.2169576560004,0.959661786127433,102.3995267673413,296.1673512871855,0
20.6,450.8582061718,1445497200000,17.07176755,0.4377180203,67,0,0.0355235,6.454,2456346.5,0.4120948370750944,5.208499321631484,205.2425729545676,319.0893040944803,0.53725832544902,211.1301076969899,330.2984546084541,1
27.4,19.6806745089,1126767600000,14.1643330541,0.1030833827,6,7,0.00211613,5.596,2458000.5,0.322815177208284,10.03139623088983,345.0591433638676,420.1212135596222,0.7434036213421532,272.0942478291385,178.5354313176695,0
23.9,98.6370281305,1384502400000,26.5427342762,0.4872297648,20,4,0.0180031,6.141,2458000.5,0.3507993056454944,13.75094367481702,67.52576522660648,349.8669444758215,0.6308343003382286,117.7802378567673,286.7057937042107,0
23.9,98.6370281305,1256194800000,14.0482967922,0.3373906929,7,6,0.0381249,5.366,2458000.5,0.1852604249175756,5.616889274054556,30.36437802257375,463.8101092675078,0.9553884819711618,68.35716073359085,36.46739968791132,0
26.2,34.201092472,1300777200000,14.2757217591,0.2819209406,6,7,0.000781806,5.996,2458000.5,0.1507047388710506,13.09877310352923,169.5095114216767,371.2224115347352,0.8585176103013422,268.2234193090242,196.5024014131391,0
20.8,411.1875710413,1014364800000,10.2461294919,0.1290270118,31,5,0.124748,3.302,2458000.5,0.529295243060959,15.71068627549974,157.4060466107483,1327.309790197096,1.112579792996783,356.2442779362574,100.4469043814744,0
18.2,1361.5700153859,963039600000,13.7666957698,0.3569419171,23,0,0.335718,3.498,2458000.5,0.4878624816781328,20.68958907000189,66.27093485399568,1126.367143231367,1.085028028393996,271.8112629635094,188.0649755910735,0
21.2,342.0109247198,874306800000,24.0357728949,0.3867209347,27,0,0.105029,5.434,2458000.5,0.4083850816142954,7.435930600824059,28.85794682083624,441.0810193133242,0.6708916890506925,206.9486778237651,239.1347934035315,0
26.2,34.201092472,802594800000,7.9263615697,0.1628003234,12,6,0.00634687,5.537,2458000.5,0.1197566329200361,6.507326870768589,242.5828956419752,436.7713817183259,0.9916838936130462,318.5163366159038,301.1588142652097,0
23.2,136.1570015386,1101110400000,13.6596164965,0.1333260877,6,7,0.0945389,7.606,2458000.5,0.4872196875536879,14.61162529977332,267.9638221876668,235.8343636565311,0.383063214973523,355.2488685140135,46.30440291687798,0
20.7,430.566244241,1142409600000,2.4281858812,0.3663366384,12,1,0.298716,4.053,2458000.5,0.2767652569308086,5.483496060802219,309.0222392621082,861.3809241587833,1.281377703299986,253.4792261247844,292.2029422067402,0
20.6,450.8582061718,1176015600000,25.5992722926,0.4462931218,67,0,0.0355235,6.454,2456346.5,0.4120948370750944,5.208499321631484,205.2425729545676,319.0893040944803,0.53725832544902,211.1301076969899,330.2984546084541,1
20.3,517.6544821978,1197100800000,7.8802710851,0.3618587229,46,0,0.286413,4.755,2458000.5,0.1504648675888001,17.73108120598954,208.1314007525745,588.2865644542701,1.16727991398611,276.3959254408697,345.2352680660211,0
22.7,171.4115092306,848649600000,18.3965306839,0.3207319199,18,7,0.0108586,7.987,2458000.5,0.4225945189174068,17.02388906962631,41.66169657860578,217.6704971201294,0.4088980100171595,186.5069970122773,197.4741170309744,0
22.2,215.7943048444,1015574400000,22.1957154506,0.2915941967,8,5,0.0640711,3.626,2458000.5,0.589714489330877,5.716347666475077,286.0442726814936,1012.967906338076,0.8098744276893355,163.2511099935979,226.3980778492569,0
21.2,342.0109247198,1027321200000,20.9817048271,0.141723414,34,0,0.0155214,6.187,2457600.5,0.5802499697120643,5.471217844637127,225.269792240185,336.4983932191337,0.3974176168802507,299.9021280398831,141.2194514918982,1
21.5,297.8790627982,1249714800000,10.8909668413,0.0395786848,24,4,0.00556992,3.274,2458000.5,0.5989381702508891,9.373661156252869,126.9046130699472,1317.880208775013,0.9434734216787188,218.0410053256724,77.27138739810455,1
20.0,594.3468684194,1055660400000,16.3262293272,0.4808080327,26,1,0.0141525,4.134,2458000.5,0.6146095515144586,25.04852030845643,26.9223956918106,706.0076811875358,0.5980097705135797,275.7628466073247,116.9209196202048,1
20.1,567.5968528656,1381215600000,18.9400796499,0.3195402002,16,2,0.0317864,4.423,2458000.5,0.3616505825363872,31.96427836512995,35.40656886889042,637.9675041195192,0.9258171476285758,330.0594574875199,97.42282443873631,1
19.2,859.0926012318,997858800000,5.6069240858,0.3624923438,15,1,0.210193,3.373,2458000.5,0.4843382542673153,7.384810397920441,135.4458068338959,1324.182900249107,1.216927242708626,199.4155903427813,142.3892532860854,0
17.2,2157.9430484443,893228400000,21.9991771481,0.2985416342,60,0,0.219636,3.971,2458000.5,0.594474957110196,14.58570507659379,317.431945382754,800.3734554736299,0.6841434585785237,345.7498710779489,280.0442174125719,0
25.3,51.7654482198,1093158000000,6.1372464898,0.0406316253,6,8,0.0405442,3.661,2453242.5,0.4811277233015465,3.021437345144949,147.5960054570111,1053.151818552322,1.051127754976467,185.7769596905404,359.7615701133056,0
28.2,13.6157001539,1326009600000,5.7108628022,0.065490704,3,6,0.0106838,4.69,2458000.5,0.2934665401340402,3.39013294164014,138.034153483572,609.7971824008782,0.9943151536145304,353.8218848077,126.8514208362256,0
26.3,32.6617897446,1137312000000,6.2324341492,0.0463522831,7,8,0.0321296,3.774,2453744.5,0.4723103069461182,0.666171596334593,279.314100726712,976.3575557028548,1.01637097593239,208.6811722753457,353.9596157115421,0
21.7,271.6689340891,1421913600000,28.5473164827,0.4776595353,18,1,0.097433,7.193,2458000.5,0.4670139961147093,11.71723469885378,107.1329369857704,260.7456922264771,0.4257241446262445,172.5163847397384,161.8092763402229,0
25.2,54.2050786336,992588400000,19.5828327184,0.4733945439,22,2,0.00304526,6.885,2458000.5,0.2286011453912708,3.068253059495902,86.28144053390724,287.9304121895842,0.6582715178510409,336.5408533572274,98.67691529748473,0
20.6,450.8582061718,832143600000,12.4277497463,0.1398163342,25,0,0.0594885,5.235,2458000.5,0.3526247107050769,18.384409137436,38.10263240257667,471.7363954686337,0.7677563604784292,293.5937557510106,119.9775719105909,0
21.2,342.0109247198,895215600000,15.2386309158,0.4168629222,19,1,0.0704208,5.384,2458000.5,0.1447439232808042,29.84317036312066,47.5551660030327,442.0667348497929,0.9713053359444894,71.1522848935957,103.110460943593,0
21.2,342.0109247198,915782400000,21.1502456897,0.4521761944,15,1,0.0511105,6.575,2458000.5,0.6238289259082406,27.74628322563337,354.8465421874065,294.1595423580771,0.3256180016851796,228.0985934333867,13.68443835988805,0
22.0,236.6137501138,807865200000,16.0610662796,0.49007135,22,1,0.013789,6.449,2458000.5,0.5146651431643737,8.805309986974386,211.1157354680615,315.0609541635102,0.4397834901936297,44.6338158622501,238.5895014705892,1
20.3,517.6544821978,1001142000000,29.0294147588,0.495579009,7,5,0.311256,4.783,2458000.5,0.4727539770236558,35.59543236761041,130.6086873453882,527.4356428931004,0.6735874877903392,155.3414930954954,35.4196832814017,0
18.3,1300.2892700427,1455523200000,18.0177438131,0.4771225778,146,0,0.00101423,5.222,2458000.5,0.8022330048534745,2.353708175111729,51.95353117191661,429.61323361217,0.2203636535378076,317.7033473651245,175.6645667886384,1
23.7,108.1533506775,1258876800000,4.6426593877,0.1862602126,12,8,0.18619,3.024,2455155.5,0.5876450201800075,2.173781050314564,249.1024574277149,1753.845868900822,1.173635511765495,172.3965661397032,359.2849339197972,0
21.1,358.1294030194,1090479600000,10.0865496422,0.3154566795,12,6,0.173675,4.258,2458000.5,0.2641338754696821,18.52889122316511,300.37794946,742.7201051352607,1.181090871644793,342.3408986484079,179.877872560958,0
22.6,179.4898847799,1305442800000,8.0260687898,0.2144825801,5,7,0.0161531,5.705,2458000.5,0.2607394785260002,1.69537349244136,187.1815098842731,408.8663643729415,0.7969899030561963,52.42118279224657,224.0098223368387,0
18.9,986.3702813054,799916400000,14.3425306846,0.2269234082,52,0,0.00433054,3.539,2458000.5,0.5324847482604941,8.168524524209124,299.0216815675574,1114.737576501411,0.9836605618535968,332.9520294576553,104.1327876318541,1
21.0,375.0075217981,1034665200000,13.2426247411,0.3299578626,31,0,0.0132848,5.534,2458000.5,0.2639759376057816,26.28911314058858,23.76340270307534,420.1285314271053,0.8080058630540645,262.2292654422288,62.24995971237964,1
18.3,1300.2892700427,818409600000,19.3001496201,0.3971477055,22,0,0.0624827,2.71,2458000.5,0.6758869219402301,18.47384237256166,230.8272399702529,2129.086675289391,1.049767601870554,173.863021292596,256.9953310942828,0
21.5,297.8790627982,1224658800000,16.6213027924,0.3836840696,16,7,0.135999,4.492,2458000.5,0.2265620447854792,25.69987119167573,26.6973977086395,644.8862120664743,1.129835605899427,351.7997912919619,2.460979121515196,0
23.6,113.2504610618,1360310400000,20.1289404543,0.0571108005,5,9,0.0570464,4.832,2456341.5,0.5691247908523243,20.22145938609697,327.2505695155176,528.5919275210671,0.5512723881129133,66.72158641903833,44.97951517164245,0
16.8,2594.4181790745,1297152000000,19.2915943937,0.4299821747,96,0,0.000958186,4.667,2458000.5,0.3283393095931395,33.48663014190705,117.8921836381626,570.5140416582359,0.9041945233311004,47.62508883726439,47.47452121821524,1
20.9,392.6810818086,1176015600000,29.7248017543,0.4171795034,10,8,0.0142423,6.916,2455129.5,0.3160950026748142,42.0487345716077,202.0965381892554,270.4850045386663,0.5597906255803291,30.56063342061218,139.1701013407464,1
17.2,2157.9430484443,1429686000000,24.1423252926,0.4639169998,41,1,0.288539,3.112,2458000.5,0.7634295603473189,17.89236175263101,165.7701362410085,1241.157408479784,0.5347031817325767,15.14056388335034,254.4392767510044,0
24.4,78.3501764334,1365404400000,12.7873924686,0.340525631,13,6,0.0485253,4.895,2458000.5,0.2172932168956054,3.669592301060391,198.0648140189786,560.9199814025513,1.041839342784434,39.22804924132693,301.6313164881686,0
24.8,65.1688382168,1110873600000,3.9366716624,0.0676426058,5,7,0.0154806,5.696,2458000.5,0.08606542044587712,7.10331671501196,181.6422590800554,413.2374824637349,0.992314406131411,319.9475400111879,41.37181763979508,0
19.8,651.6883821679,982224000000,11.6022259622,0.3620677357,13,2,0.192941,7.456,2458000.5,0.155607279874911,16.39876128324156,286.7755471363247,248.5541818245478,0.6532702970140777,247.308533625203,91.86718499251504,0
20.6,450.8582061718,1207638000000,36.293737275,0.3797956717,10,7,0.155957,4.276,2458000.5,0.5976203308551612,45.33449189399465,352.4489213785865,611.7387262520264,0.5674762989206009,116.5899582510668,240.7118366535031,0
19.6,714.5621017269,1118214000000,35.256080276,0.4601207891,24,1,0.00475891,6.23,2458000.5,0.5462468937485256,36.21048131653544,95.18686687484823,321.753569102684,0.4169681747713347,311.3828101091518,265.8381672563696,1
16.9,2477.6501260554,929430000000,14.6001400601,0.2309830256,52,1,0.123215,6.674,2458000.5,0.417490878319518,18.70012010687406,297.4587410771107,297.2492545424648,0.507751204137716,78.82011214918748,75.23055116614593,0
21.8,259.4418179074,1315465200000,8.3005389994,0.0656805896,22,5,0.0472451,3.163,2458000.5,0.5901583348177218,6.761163775972374,7.469243325632791,1487.550253177818,1.045197238536779,345.3502701419519,169.0372616081978,1
24.3,82.0427064882,1471244400000,15.9610198695,0.4498638767,7,7,0.077424,6.638,2458000.5,0.2940179782073041,26.49645631312304,172.9998697407372,299.7934755168271,0.6188843135249548,334.079659313107,243.8078690061405,0
